investor_id,gap_days,status
INV003093,28.0,Active
INV003094,,Active
INV003095,122.0,At Risk
INV003096,328.0,At Risk
INV003097,92.0,At Risk
INV003098,253.0,At Risk
INV003099,208.0,At Risk
INV003100,211.0,At Risk
INV003101,151.0,At Risk
INV003102,188.0,At Risk
INV003103,226.0,At Risk
INV003104,158.0,At Risk
INV003105,140.0,At Risk
INV003106,,Active
INV003107,,Active
INV003108,371.0,At Risk
INV003109,210.0,At Risk
INV003110,158.0,At Risk
INV003111,117.0,At Risk
INV003112,173.0,At Risk
INV003113,97.0,At Risk
INV003114,,Active
INV003115,116.0,At Risk
INV003116,79.0,At Risk
INV003117,114.0,At Risk
INV003118,128.0,At Risk
INV003119,125.0,At Risk
INV003120,116.0,At Risk
INV003121,102.0,At Risk
INV003122,98.0,At Risk
INV003123,130.0,At Risk
INV003124,112.0,At Risk
INV003125,140.0,At Risk
INV003126,,Active
INV003127,365.0,At Risk
INV003128,141.0,At Risk
INV003129,139.0,At Risk
INV003130,133.0,At Risk
INV003131,54.0,At Risk
INV003132,290.0,At Risk
INV003133,135.0,At Risk
INV003134,172.0,At Risk
INV003135,,Active
INV003136,331.0,At Risk
INV003137,232.0,At Risk
INV003138,41.0,At Risk
INV003139,125.0,At Risk
INV003140,106.0,At Risk
INV003141,91.0,At Risk
INV003142,234.0,At Risk
INV003143,191.0,At Risk
INV003144,147.0,At Risk
INV003145,105.0,At Risk
INV003146,172.0,At Risk
INV003147,138.0,At Risk
INV003148,,Active
INV003149,77.0,At Risk
INV003150,176.0,At Risk
INV003151,134.0,At Risk
INV003152,,Active
INV003153,156.0,At Risk
INV003154,147.0,At Risk
INV003155,84.0,At Risk
INV003156,,Active
INV003157,188.0,At Risk
INV003158,138.0,At Risk
INV003159,169.0,At Risk
INV003160,224.0,At Risk
INV003161,118.0,At Risk
INV003162,104.0,At Risk
INV003163,338.0,At Risk
INV003164,255.0,At Risk
INV003165,243.0,At Risk
INV003166,196.0,At Risk
INV003167,160.0,At Risk
INV003168,131.0,At Risk
INV003169,178.0,At Risk
INV003170,,Active
INV003171,149.0,At Risk
INV003172,,Active
INV003173,109.0,At Risk
INV003174,174.0,At Risk
INV003175,25.0,Active
INV003176,153.0,At Risk
INV003177,260.0,At Risk
INV003178,79.0,At Risk
INV003179,151.0,At Risk
INV003180,,Active
INV003181,177.0,At Risk
INV003182,202.0,At Risk
INV003183,132.0,At Risk
INV003184,206.0,At Risk
INV003185,109.0,At Risk
INV003186,,Active
INV003187,244.0,At Risk
INV003188,216.0,At Risk
INV003189,99.0,At Risk
INV003190,218.0,At Risk
INV003191,82.0,At Risk
INV003192,141.0,At Risk
INV003193,206.0,At Risk
INV003194,157.0,At Risk
INV003195,68.0,At Risk
INV003196,204.0,At Risk
INV003197,285.0,At Risk
INV003198,287.0,At Risk
INV003199,296.0,At Risk
INV003200,148.0,At Risk
INV003201,97.0,At Risk
INV003202,139.0,At Risk
INV003203,197.0,At Risk
INV003204,41.0,At Risk
INV003205,111.0,At Risk
INV003206,234.0,At Risk
INV003207,113.0,At Risk
INV003208,285.0,At Risk
INV003209,120.0,At Risk
INV003210,112.0,At Risk
INV003211,95.0,At Risk
INV003212,172.0,At Risk
INV003213,298.0,At Risk
INV003214,170.0,At Risk
INV003215,86.0,At Risk
INV003216,224.0,At Risk
INV003217,91.0,At Risk
INV003218,199.0,At Risk
INV003219,70.0,At Risk
INV003220,103.0,At Risk
INV003221,88.0,At Risk
INV003222,111.0,At Risk
INV003223,228.0,At Risk
INV003224,152.0,At Risk
INV003225,127.0,At Risk
INV003226,209.0,At Risk
INV003227,233.0,At Risk
INV003228,239.0,At Risk
INV003229,346.0,At Risk
INV003230,206.0,At Risk
INV003231,222.0,At Risk
INV003232,107.0,At Risk
INV003233,142.0,At Risk
INV003234,123.0,At Risk
INV003235,187.0,At Risk
INV003236,103.0,At Risk
INV003237,195.0,At Risk
INV003238,138.0,At Risk
INV003239,261.0,At Risk
INV003240,258.0,At Risk
INV003241,23.0,Active
INV003242,158.0,At Risk
INV003243,141.0,At Risk
INV003244,96.0,At Risk
INV003245,140.0,At Risk
INV003246,120.0,At Risk
INV003247,143.0,At Risk
INV003248,115.0,At Risk
INV003249,282.0,At Risk
INV003250,198.0,At Risk
INV003251,228.0,At Risk
INV003252,192.0,At Risk
INV003253,112.0,At Risk
INV003254,56.0,At Risk
INV003255,,Active
INV003256,65.0,At Risk
INV003257,131.0,At Risk
INV003258,129.0,At Risk
INV003259,166.0,At Risk
INV003260,142.0,At Risk
INV003261,271.0,At Risk
INV003262,150.0,At Risk
INV003263,222.0,At Risk
INV003264,182.0,At Risk
INV003265,141.0,At Risk
INV003266,,Active
INV003267,197.0,At Risk
INV003268,205.0,At Risk
INV003269,116.0,At Risk
INV003270,78.0,At Risk
INV003271,91.0,At Risk
INV003272,121.0,At Risk
INV003273,134.0,At Risk
INV003274,,Active
INV003275,348.0,At Risk
INV003276,71.0,At Risk
INV003277,136.0,At Risk
INV003278,54.0,At Risk
INV003279,147.0,At Risk
INV003280,113.0,At Risk
INV003281,313.0,At Risk
INV003282,175.0,At Risk
INV003283,208.0,At Risk
INV003284,96.0,At Risk
INV003285,219.0,At Risk
INV003286,273.0,At Risk
INV003287,100.0,At Risk
INV003288,114.0,At Risk
INV003289,115.0,At Risk
INV003290,,Active
INV003291,123.0,At Risk
INV003292,38.0,At Risk
INV003293,,Active
INV003294,188.0,At Risk
INV003295,183.0,At Risk
INV003296,94.0,At Risk
INV003297,94.0,At Risk
INV003298,180.0,At Risk
INV003299,113.0,At Risk
INV003300,219.0,At Risk
INV003301,113.0,At Risk
INV003302,144.0,At Risk
INV003303,251.0,At Risk
INV003304,106.0,At Risk
INV003305,112.0,At Risk
INV003306,285.0,At Risk
INV003307,320.0,At Risk
INV003308,110.0,At Risk
INV003309,176.0,At Risk
INV003310,137.0,At Risk
INV003311,149.0,At Risk
INV003312,479.0,At Risk
INV003313,177.0,At Risk
INV003314,183.0,At Risk
INV003315,253.0,At Risk
INV003316,73.0,At Risk
INV003317,79.0,At Risk
INV003318,,Active
INV003319,266.0,At Risk
INV003320,192.0,At Risk
INV003321,227.0,At Risk
INV003322,213.0,At Risk
INV003323,,Active
INV003324,144.0,At Risk
INV003325,129.0,At Risk
INV003326,225.0,At Risk
INV003327,351.0,At Risk
INV003328,231.0,At Risk
INV003329,181.0,At Risk
INV003330,204.0,At Risk
INV003331,117.0,At Risk
INV003332,134.0,At Risk
INV003333,,Active
INV003334,58.0,At Risk
INV003335,167.0,At Risk
INV003336,109.0,At Risk
INV003337,117.0,At Risk
INV003338,135.0,At Risk
INV003339,,Active
INV003340,113.0,At Risk
INV003341,110.0,At Risk
INV003342,147.0,At Risk
INV003343,110.0,At Risk
INV003344,159.0,At Risk
INV003345,121.0,At Risk
INV003346,128.0,At Risk
INV003347,134.0,At Risk
INV003348,323.0,At Risk
INV003349,257.0,At Risk
INV003350,191.0,At Risk
INV003351,62.0,At Risk
INV003352,279.0,At Risk
INV003353,322.0,At Risk
INV003354,162.0,At Risk
INV003355,125.0,At Risk
INV003356,239.0,At Risk
INV003357,77.0,At Risk
INV003358,83.0,At Risk
INV003359,170.0,At Risk
INV003360,109.0,At Risk
INV003361,345.0,At Risk
INV003362,230.0,At Risk
INV003363,175.0,At Risk
INV003364,,Active
INV003365,64.0,At Risk
INV003366,101.0,At Risk
INV003367,,Active
INV003368,,Active
INV003369,105.0,At Risk
INV003370,201.0,At Risk
INV003371,168.0,At Risk
INV003372,74.0,At Risk
INV003373,106.0,At Risk
INV003374,128.0,At Risk
INV003375,158.0,At Risk
INV003376,173.0,At Risk
INV003377,155.0,At Risk
INV003378,17.0,Active
INV003379,134.0,At Risk
INV003380,83.0,At Risk
INV003381,136.0,At Risk
INV003382,158.0,At Risk
INV003383,269.0,At Risk
INV003384,95.0,At Risk
INV003385,288.0,At Risk
INV003386,13.0,Active
INV003387,147.0,At Risk
INV003388,103.0,At Risk
INV003389,106.0,At Risk
INV003390,286.0,At Risk
INV003391,104.0,At Risk
INV003392,148.0,At Risk
INV003393,91.0,At Risk
INV003394,186.0,At Risk
INV003395,113.0,At Risk
INV003396,267.0,At Risk
INV003397,159.0,At Risk
INV003398,84.0,At Risk
INV003399,261.0,At Risk
INV003400,44.0,At Risk
INV003401,145.0,At Risk
INV003402,303.0,At Risk
INV003403,129.0,At Risk
INV003404,112.0,At Risk
INV003405,186.0,At Risk
INV003406,147.0,At Risk
INV003407,146.0,At Risk
INV003408,143.0,At Risk
INV003409,77.0,At Risk
INV003410,215.0,At Risk
INV003411,166.0,At Risk
INV003412,94.0,At Risk
INV003413,,Active
INV003414,260.0,At Risk
INV003415,174.0,At Risk
INV003416,161.0,At Risk
INV003417,35.0,Active
INV003418,239.0,At Risk
INV003419,65.0,At Risk
INV003420,186.0,At Risk
INV003421,284.0,At Risk
INV003422,151.0,At Risk
INV003423,140.0,At Risk
INV003424,124.0,At Risk
INV003425,137.0,At Risk
INV003426,86.0,At Risk
INV003427,266.0,At Risk
INV003428,98.0,At Risk
INV003429,125.0,At Risk
INV003430,104.0,At Risk
INV003431,81.0,At Risk
INV003432,97.0,At Risk
INV003433,76.0,At Risk
INV003434,,Active
INV003435,140.0,At Risk
INV003436,108.0,At Risk
INV003437,177.0,At Risk
INV003438,157.0,At Risk
INV003439,111.0,At Risk
INV003440,,Active
INV003441,194.0,At Risk
INV003442,96.0,At Risk
INV003443,185.0,At Risk
INV003444,347.0,At Risk
INV003445,372.0,At Risk
INV003446,185.0,At Risk
INV003447,,Active
INV003448,99.0,At Risk
INV003449,143.0,At Risk
INV003450,158.0,At Risk
INV003451,256.0,At Risk
INV003452,47.0,At Risk
INV003453,142.0,At Risk
INV003454,227.0,At Risk
INV003455,67.0,At Risk
INV003456,184.0,At Risk
INV003457,114.0,At Risk
INV003458,127.0,At Risk
INV003459,106.0,At Risk
INV003460,95.0,At Risk
INV003461,83.0,At Risk
INV003462,119.0,At Risk
INV003463,125.0,At Risk
INV003464,255.0,At Risk
INV003465,,Active
INV003466,,Active
INV003467,116.0,At Risk
INV003468,269.0,At Risk
INV003469,139.0,At Risk
INV003470,175.0,At Risk
INV003471,44.0,At Risk
INV003472,,Active
INV003473,188.0,At Risk
INV003474,,Active
INV003475,155.0,At Risk
INV003476,177.0,At Risk
INV003477,134.0,At Risk
INV003478,195.0,At Risk
INV003479,164.0,At Risk
INV003480,111.0,At Risk
INV003481,,Active
INV003482,,Active
INV003483,172.0,At Risk
INV003484,333.0,At Risk
INV003485,248.0,At Risk
INV003486,,Active
INV003487,155.0,At Risk
INV003488,325.0,At Risk
INV003489,,Active
INV003490,127.0,At Risk
INV003491,106.0,At Risk
INV003492,132.0,At Risk
INV003493,291.0,At Risk
INV003494,100.0,At Risk
INV003495,80.0,At Risk
INV003496,112.0,At Risk
INV003497,,Active
INV003498,,Active
INV003499,186.0,At Risk
INV003500,364.0,At Risk
INV003501,154.0,At Risk
INV003502,398.0,At Risk
INV003503,142.0,At Risk
INV003504,,Active
INV003505,171.0,At Risk
INV003506,103.0,At Risk
INV003507,178.0,At Risk
INV003508,,Active
INV003509,141.0,At Risk
INV003510,78.0,At Risk
INV003511,128.0,At Risk
INV003512,315.0,At Risk
INV003513,159.0,At Risk
INV003514,140.0,At Risk
INV003515,41.0,At Risk
INV003516,324.0,At Risk
INV003517,126.0,At Risk
INV003518,78.0,At Risk
INV003519,92.0,At Risk
INV003520,270.0,At Risk
INV003521,183.0,At Risk
INV003522,,Active
INV003523,66.0,At Risk
INV003524,150.0,At Risk
INV003525,122.0,At Risk
INV003526,146.0,At Risk
INV003527,245.0,At Risk
INV003528,107.0,At Risk
INV003529,36.0,At Risk
INV003530,92.0,At Risk
INV003531,146.0,At Risk
INV003532,150.0,At Risk
INV003533,129.0,At Risk
INV003534,124.0,At Risk
INV003535,127.0,At Risk
INV003536,114.0,At Risk
INV003537,192.0,At Risk
INV003538,186.0,At Risk
INV003539,120.0,At Risk
INV003540,166.0,At Risk
INV003541,175.0,At Risk
INV003542,322.0,At Risk
INV003543,90.0,At Risk
INV003544,270.0,At Risk
INV003545,169.0,At Risk
INV003546,126.0,At Risk
INV003547,,Active
INV003548,41.0,At Risk
INV003549,158.0,At Risk
INV003550,238.0,At Risk
INV003551,,Active
INV003552,207.0,At Risk
INV003553,100.0,At Risk
INV003554,144.0,At Risk
INV003555,155.0,At Risk
INV003556,119.0,At Risk
INV003557,156.0,At Risk
INV003558,66.0,At Risk
INV003559,118.0,At Risk
INV003560,229.0,At Risk
INV003561,118.0,At Risk
INV003562,139.0,At Risk
INV003563,153.0,At Risk
INV003564,128.0,At Risk
INV003565,144.0,At Risk
INV003566,125.0,At Risk
INV003567,177.0,At Risk
INV003568,79.0,At Risk
INV003569,144.0,At Risk
INV003570,356.0,At Risk
INV003571,219.0,At Risk
INV003572,222.0,At Risk
INV003573,135.0,At Risk
INV003574,141.0,At Risk
INV003575,284.0,At Risk
INV003576,70.0,At Risk
INV003577,213.0,At Risk
INV003578,89.0,At Risk
INV003579,151.0,At Risk
INV003580,127.0,At Risk
INV003581,145.0,At Risk
INV003582,84.0,At Risk
INV003583,144.0,At Risk
INV003584,207.0,At Risk
INV003585,,Active
INV003586,81.0,At Risk
INV003587,180.0,At Risk
INV003588,194.0,At Risk
INV003589,307.0,At Risk
INV003590,193.0,At Risk
INV003591,206.0,At Risk
INV003592,121.0,At Risk
INV003593,153.0,At Risk
INV003594,217.0,At Risk
INV003595,193.0,At Risk
INV003596,166.0,At Risk
INV003597,159.0,At Risk
INV003598,114.0,At Risk
INV003599,53.0,At Risk
INV003600,124.0,At Risk
INV003601,118.0,At Risk
INV003602,159.0,At Risk
INV003603,162.0,At Risk
INV003604,188.0,At Risk
INV003605,218.0,At Risk
INV003606,161.0,At Risk
INV003607,174.0,At Risk
INV003608,134.0,At Risk
INV003609,226.0,At Risk
INV003610,76.0,At Risk
INV003611,113.0,At Risk
INV003612,116.0,At Risk
INV003613,191.0,At Risk
INV003614,102.0,At Risk
INV003615,195.0,At Risk
INV003616,99.0,At Risk
INV003617,68.0,At Risk
INV003618,124.0,At Risk
INV003619,113.0,At Risk
INV003620,226.0,At Risk
INV003621,299.0,At Risk
INV003622,123.0,At Risk
INV003623,,Active
INV003624,143.0,At Risk
INV003625,99.0,At Risk
INV003626,167.0,At Risk
INV003627,97.0,At Risk
INV003628,43.0,At Risk
INV003629,,Active
INV003630,96.0,At Risk
INV003631,70.0,At Risk
INV003632,228.0,At Risk
INV003633,93.0,At Risk
INV003634,155.0,At Risk
INV003635,95.0,At Risk
INV003636,154.0,At Risk
INV003637,152.0,At Risk
INV003638,75.0,At Risk
INV003639,224.0,At Risk
INV003640,167.0,At Risk
INV003641,110.0,At Risk
INV003642,217.0,At Risk
INV003643,168.0,At Risk
INV003644,136.0,At Risk
INV003645,171.0,At Risk
INV003646,380.0,At Risk
INV003647,281.0,At Risk
INV003648,147.0,At Risk
INV003649,93.0,At Risk
INV003650,86.0,At Risk
INV003651,102.0,At Risk
INV003652,96.0,At Risk
INV003653,159.0,At Risk
INV003654,118.0,At Risk
INV003655,159.0,At Risk
INV003656,129.0,At Risk
INV003657,246.0,At Risk
INV003658,121.0,At Risk
INV003659,161.0,At Risk
INV003660,127.0,At Risk
INV003661,95.0,At Risk
INV003662,199.0,At Risk
INV003663,123.0,At Risk
INV003664,238.0,At Risk
INV003665,280.0,At Risk
INV003666,77.0,At Risk
INV003667,,Active
INV003668,202.0,At Risk
INV003669,98.0,At Risk
INV003670,137.0,At Risk
INV003671,153.0,At Risk
INV003672,123.0,At Risk
INV003673,95.0,At Risk
INV003674,83.0,At Risk
INV003675,132.0,At Risk
INV003676,100.0,At Risk
INV003677,259.0,At Risk
INV003678,76.0,At Risk
INV003679,,Active
INV003680,135.0,At Risk
INV003681,101.0,At Risk
INV003682,332.0,At Risk
INV003683,162.0,At Risk
INV003684,229.0,At Risk
INV003685,132.0,At Risk
INV003686,130.0,At Risk
INV003687,202.0,At Risk
INV003688,275.0,At Risk
INV003689,253.0,At Risk
INV003690,193.0,At Risk
INV003691,220.0,At Risk
INV003692,28.0,Active
INV003693,170.0,At Risk
INV003694,162.0,At Risk
INV003695,111.0,At Risk
INV003696,190.0,At Risk
INV003697,152.0,At Risk
INV003698,132.0,At Risk
INV003699,70.0,At Risk
INV003700,128.0,At Risk
INV003701,,Active
INV003702,118.0,At Risk
INV003703,148.0,At Risk
INV003704,,Active
INV003705,92.0,At Risk
INV003706,,Active
INV003707,152.0,At Risk
INV003708,94.0,At Risk
INV003709,181.0,At Risk
INV003710,116.0,At Risk
INV003711,128.0,At Risk
INV003712,160.0,At Risk
INV003713,161.0,At Risk
INV003714,300.0,At Risk
INV003715,356.0,At Risk
INV003716,190.0,At Risk
INV003717,138.0,At Risk
INV003718,161.0,At Risk
INV003719,156.0,At Risk
INV003720,116.0,At Risk
INV003721,360.0,At Risk
INV003722,135.0,At Risk
INV003723,124.0,At Risk
INV003724,122.0,At Risk
INV003725,339.0,At Risk
INV003726,144.0,At Risk
INV003727,202.0,At Risk
INV003728,155.0,At Risk
INV003729,,Active
INV003730,140.0,At Risk
INV003731,86.0,At Risk
INV003732,82.0,At Risk
INV003733,110.0,At Risk
INV003734,290.0,At Risk
INV003735,104.0,At Risk
INV003736,65.0,At Risk
INV003737,188.0,At Risk
INV003738,117.0,At Risk
INV003739,142.0,At Risk
INV003740,155.0,At Risk
INV003741,137.0,At Risk
INV003742,257.0,At Risk
INV003743,88.0,At Risk
INV003744,98.0,At Risk
INV003745,71.0,At Risk
INV003746,,Active
INV003747,133.0,At Risk
INV003748,100.0,At Risk
INV003749,153.0,At Risk
INV003750,337.0,At Risk
INV003751,232.0,At Risk
INV003752,145.0,At Risk
INV003753,134.0,At Risk
INV003754,,Active
INV003755,114.0,At Risk
INV003756,98.0,At Risk
INV003757,93.0,At Risk
INV003758,112.0,At Risk
INV003759,281.0,At Risk
INV003760,200.0,At Risk
INV003761,99.0,At Risk
INV003762,191.0,At Risk
INV003763,168.0,At Risk
INV003764,143.0,At Risk
INV003765,192.0,At Risk
INV003766,121.0,At Risk
INV003767,125.0,At Risk
INV003768,323.0,At Risk
INV003769,220.0,At Risk
INV003770,36.0,At Risk
INV003771,130.0,At Risk
INV003772,72.0,At Risk
INV003773,167.0,At Risk
INV003774,,Active
INV003775,151.0,At Risk
INV003776,341.0,At Risk
INV003777,,Active
INV003778,148.0,At Risk
INV003779,149.0,At Risk
INV003780,135.0,At Risk
INV003781,199.0,At Risk
INV003782,98.0,At Risk
INV003783,111.0,At Risk
INV003784,186.0,At Risk
INV003785,160.0,At Risk
INV003786,295.0,At Risk
INV003787,154.0,At Risk
INV003788,153.0,At Risk
INV003789,235.0,At Risk
INV003790,,Active
INV003791,135.0,At Risk
INV003792,68.0,At Risk
INV003793,199.0,At Risk
INV003794,120.0,At Risk
INV003795,91.0,At Risk
INV003796,88.0,At Risk
INV003797,189.0,At Risk
INV003798,163.0,At Risk
INV003799,125.0,At Risk
INV003800,201.0,At Risk
INV003801,208.0,At Risk
INV003802,,Active
INV003803,240.0,At Risk
INV003804,188.0,At Risk
INV003805,182.0,At Risk
INV003806,209.0,At Risk
INV003807,166.0,At Risk
INV003808,139.0,At Risk
INV003809,121.0,At Risk
INV003810,234.0,At Risk
INV003811,133.0,At Risk
INV003812,132.0,At Risk
INV003813,122.0,At Risk
INV003814,156.0,At Risk
INV003815,217.0,At Risk
INV003816,134.0,At Risk
INV003817,246.0,At Risk
INV003818,153.0,At Risk
INV003819,118.0,At Risk
INV003820,247.0,At Risk
INV003821,191.0,At Risk
INV003822,80.0,At Risk
INV003823,154.0,At Risk
INV003824,182.0,At Risk
INV003825,99.0,At Risk
INV003826,192.0,At Risk
INV003827,,Active
INV003828,109.0,At Risk
INV003829,130.0,At Risk
INV003830,115.0,At Risk
INV003831,,Active
INV003832,170.0,At Risk
INV003833,113.0,At Risk
INV003834,97.0,At Risk
INV003835,147.0,At Risk
INV003836,123.0,At Risk
INV003837,287.0,At Risk
INV003838,228.0,At Risk
INV003839,139.0,At Risk
INV003840,66.0,At Risk
INV003841,35.0,Active
INV003842,225.0,At Risk
INV003843,,Active
INV003844,123.0,At Risk
INV003845,78.0,At Risk
INV003846,299.0,At Risk
INV003847,132.0,At Risk
INV003848,136.0,At Risk
INV003849,108.0,At Risk
INV003850,,Active
INV003851,92.0,At Risk
INV003852,160.0,At Risk
INV003853,143.0,At Risk
INV003854,100.0,At Risk
INV003855,116.0,At Risk
INV003856,156.0,At Risk
INV003857,142.0,At Risk
INV003858,153.0,At Risk
INV003859,100.0,At Risk
INV003860,209.0,At Risk
INV003861,,Active
INV003862,129.0,At Risk
INV003863,471.0,At Risk
INV003864,197.0,At Risk
INV003865,147.0,At Risk
INV003866,79.0,At Risk
INV003867,156.0,At Risk
INV003868,165.0,At Risk
INV003869,202.0,At Risk
INV003870,170.0,At Risk
INV003871,230.0,At Risk
INV003872,70.0,At Risk
INV003873,215.0,At Risk
INV003874,192.0,At Risk
INV003875,,Active
INV003876,94.0,At Risk
INV003877,85.0,At Risk
INV003878,108.0,At Risk
INV003879,243.0,At Risk
INV003880,193.0,At Risk
INV003881,,Active
INV003882,299.0,At Risk
INV003883,74.0,At Risk
INV003884,211.0,At Risk
INV003885,163.0,At Risk
INV003886,,Active
INV003887,199.0,At Risk
INV003888,137.0,At Risk
INV003889,235.0,At Risk
INV003890,34.0,Active
INV003891,94.0,At Risk
INV003892,112.0,At Risk
INV003893,265.0,At Risk
INV003894,89.0,At Risk
INV003895,142.0,At Risk
INV003896,174.0,At Risk
INV003897,144.0,At Risk
INV003898,232.0,At Risk
INV003899,124.0,At Risk
INV003900,99.0,At Risk
INV003901,149.0,At Risk
INV003902,186.0,At Risk
INV003903,111.0,At Risk
INV003904,171.0,At Risk
INV003905,103.0,At Risk
INV003906,115.0,At Risk
INV003907,123.0,At Risk
INV003908,112.0,At Risk
INV003909,72.0,At Risk
INV003910,204.0,At Risk
INV003911,187.0,At Risk
INV003912,140.0,At Risk
INV003913,136.0,At Risk
INV003914,51.0,At Risk
INV003915,272.0,At Risk
INV003916,114.0,At Risk
INV003917,294.0,At Risk
INV003918,124.0,At Risk
INV003919,206.0,At Risk
INV003920,132.0,At Risk
INV003921,90.0,At Risk
INV003922,126.0,At Risk
INV003923,43.0,At Risk
INV003924,231.0,At Risk
INV003925,164.0,At Risk
INV003926,155.0,At Risk
INV003927,182.0,At Risk
INV003928,281.0,At Risk
INV003929,71.0,At Risk
INV003930,,Active
INV003931,133.0,At Risk
INV003932,175.0,At Risk
INV003933,,Active
INV003934,197.0,At Risk
INV003935,262.0,At Risk
INV003936,96.0,At Risk
INV003937,173.0,At Risk
INV003938,70.0,At Risk
INV003939,159.0,At Risk
INV003940,151.0,At Risk
INV003941,219.0,At Risk
INV003942,180.0,At Risk
INV003943,88.0,At Risk
INV003944,166.0,At Risk
INV003945,90.0,At Risk
INV003946,129.0,At Risk
INV003947,125.0,At Risk
INV003948,76.0,At Risk
INV003949,169.0,At Risk
INV003950,135.0,At Risk
INV003951,170.0,At Risk
INV003952,95.0,At Risk
INV003953,340.0,At Risk
INV003954,124.0,At Risk
INV003955,213.0,At Risk
INV003956,237.0,At Risk
INV003957,91.0,At Risk
INV003958,124.0,At Risk
INV003959,75.0,At Risk
INV003960,146.0,At Risk
INV003961,136.0,At Risk
INV003962,218.0,At Risk
INV003963,70.0,At Risk
INV003964,130.0,At Risk
INV003965,,Active
INV003966,145.0,At Risk
INV003967,116.0,At Risk
INV003968,199.0,At Risk
INV003969,175.0,At Risk
INV003970,148.0,At Risk
INV003971,154.0,At Risk
INV003972,156.0,At Risk
INV003973,125.0,At Risk
INV003974,120.0,At Risk
INV003975,125.0,At Risk
INV003976,160.0,At Risk
INV003977,149.0,At Risk
INV003978,124.0,At Risk
INV003979,71.0,At Risk
INV003980,244.0,At Risk
INV003981,75.0,At Risk
INV003982,143.0,At Risk
INV003983,255.0,At Risk
INV003984,40.0,At Risk
INV003985,191.0,At Risk
INV003986,206.0,At Risk
INV003987,92.0,At Risk
INV003988,221.0,At Risk
INV003989,138.0,At Risk
INV003990,264.0,At Risk
INV003991,286.0,At Risk
INV003992,210.0,At Risk
INV003993,93.0,At Risk
INV003994,,Active
INV003995,175.0,At Risk
INV003996,177.0,At Risk
INV003997,167.0,At Risk
INV003998,219.0,At Risk
INV003999,160.0,At Risk
INV004000,,Active
INV004001,81.0,At Risk
INV004002,247.0,At Risk
INV004003,146.0,At Risk
INV004004,88.0,At Risk
INV004005,184.0,At Risk
INV004006,78.0,At Risk
INV004007,123.0,At Risk
INV004008,196.0,At Risk
INV004009,87.0,At Risk
INV004010,,Active
INV004011,192.0,At Risk
INV004012,208.0,At Risk
INV004013,,Active
INV004014,93.0,At Risk
INV004015,126.0,At Risk
INV004016,119.0,At Risk
INV004017,70.0,At Risk
INV004018,147.0,At Risk
INV004019,169.0,At Risk
INV004020,,Active
INV004021,,Active
INV004022,321.0,At Risk
INV004023,93.0,At Risk
INV004024,92.0,At Risk
INV004025,248.0,At Risk
INV004026,188.0,At Risk
INV004027,173.0,At Risk
INV004028,96.0,At Risk
INV004029,,Active
INV004030,142.0,At Risk
INV004031,72.0,At Risk
INV004032,175.0,At Risk
INV004033,168.0,At Risk
INV004034,224.0,At Risk
INV004035,77.0,At Risk
INV004036,94.0,At Risk
INV004037,137.0,At Risk
INV004038,127.0,At Risk
INV004039,198.0,At Risk
INV004040,169.0,At Risk
INV004041,230.0,At Risk
INV004042,185.0,At Risk
INV004043,231.0,At Risk
INV004044,216.0,At Risk
INV004045,108.0,At Risk
INV004046,151.0,At Risk
INV004047,63.0,At Risk
INV004048,310.0,At Risk
INV004049,67.0,At Risk
INV004050,167.0,At Risk
INV004051,89.0,At Risk
INV004052,175.0,At Risk
INV004053,159.0,At Risk
INV004054,123.0,At Risk
INV004055,,Active
INV004056,214.0,At Risk
INV004057,17.0,Active
INV004058,184.0,At Risk
INV004059,345.0,At Risk
INV004060,209.0,At Risk
INV004061,152.0,At Risk
INV004062,343.0,At Risk
INV004063,117.0,At Risk
INV004064,97.0,At Risk
INV004065,204.0,At Risk
INV004066,167.0,At Risk
INV004067,142.0,At Risk
INV004068,153.0,At Risk
INV004069,196.0,At Risk
INV004070,107.0,At Risk
INV004071,134.0,At Risk
INV004072,137.0,At Risk
INV004073,148.0,At Risk
INV004074,54.0,At Risk
INV004075,256.0,At Risk
INV004076,174.0,At Risk
INV004077,102.0,At Risk
INV004078,160.0,At Risk
INV004079,164.0,At Risk
INV004080,121.0,At Risk
INV004081,251.0,At Risk
INV004082,59.0,At Risk
INV004083,15.0,Active
INV004084,170.0,At Risk
INV004085,138.0,At Risk
INV004086,179.0,At Risk
INV004087,125.0,At Risk
INV004088,350.0,At Risk
INV004089,106.0,At Risk
INV004090,224.0,At Risk
INV004091,184.0,At Risk
INV004092,350.0,At Risk
INV004093,,Active
INV004094,183.0,At Risk
INV004095,211.0,At Risk
INV004096,146.0,At Risk
INV004097,245.0,At Risk
INV004098,63.0,At Risk
INV004099,167.0,At Risk
INV004100,118.0,At Risk
INV004101,239.0,At Risk
INV004102,247.0,At Risk
INV004103,134.0,At Risk
INV004104,133.0,At Risk
INV004105,127.0,At Risk
INV004106,151.0,At Risk
INV004107,106.0,At Risk
INV004108,165.0,At Risk
INV004109,99.0,At Risk
INV004110,280.0,At Risk
INV004111,229.0,At Risk
INV004112,76.0,At Risk
INV004113,104.0,At Risk
INV004114,76.0,At Risk
INV004115,154.0,At Risk
INV004116,117.0,At Risk
INV004117,57.0,At Risk
INV004118,98.0,At Risk
INV004119,195.0,At Risk
INV004120,173.0,At Risk
